ticker
MSFT
AAPL
NVDA
GOOGL
GOOG
AMZN
META
BRK.A
BRK.B
LLY
TSM
AVGO
NVO
JPM
TSLA
JPM/PD
JPM/PM
JPM/PK
JPM/PJ
JPM/PL
JPM/PC
V
WMT
XOM
UNH
MA
PG
ASML
COST
JNJ
ORCL
MRK
HD
BAC
BAC/PO
BAC/PM
MER/PK
BML/PL
BAC/PK
BML/PJ
BAC/PS
BAC/PL
BAC/PE
BML/PG
BML/PH
BAC/PQ
BAC/PB
BAC/PP
BAC/PN
CVX
NFLX
ABBV
TM
AMD
KO
CRM
PEP
AZN
QCOM
SAP
SHEL
TMO
ADBE
WFC
LIN
WFC/PA
WFC/PZ
WFC/PY
WFC/PC
WFC/PD
WFC/PL
PDD
NVS
DHR
TMUS
ACN
CSCO
MCD
DIS
AMAT
GE
BABA
TXN
ABT
AXP
CAT
INTU
VZ
TTE
HSBC
AMGN
PFE
MS
MS/PO
MS/PK
MS/PF
MS/PP
MS/PE
MS/PI
MS/PA
MS/PL
NEE
IBM
PM
NEE/PR
NOW
CMCSA
BHP
BX
GS
RY
GS/PC
GS/PD
GS/PA
ISRG
MU
UNP
RTX
NKE
ETN
COP
UL
SPGI
HDB
UBER
SCHW
SCHW/PD
SCHW/PJ
BUD
INTC
HON
BKNG
LRCX
SYK
T
T/PA
TBC
TBB
T/PC
ELV
LOW
RIO
SNY
C
PGR
UPS
VRTX
ADI
ARM
BLK
DELL
TJX
MUFG
LMT
BSX
MDT
REGN
CB
BA
KLAC
DE
PANW
MMC
ADP
RACE
BP
SONY
PLD
TD
UBS
ANET
IBN
PBR.A
PBR
KKR
CI
ABNB
MDLZ
GSK
SCCO
SNPS
SBUX
FI
AMT
EQNR
CMG
MELI
CRWD
SO
SOJC
SOJD
SOJE
WM
BMY
HCA
APH
RELX
CNQ
GD
SMFG
GILD
SAN
CDNS
CNI
TRI
DUK
DUKB
DUK/PA
MO
ICE
ZTS
SHW
ENB
CME
CL
DEO
TT
TDG
MCO
CP
CEG
FCX
SHOP
INFY
BN
EQIX
MCK
ITW
NXPI
EOG
CVS
CTAS
BMO
NOC
BTI
PH
MAR
TGT
STLA
ECL
MRVL
BDX
SLB
CSX
APO
EMR
PYPL
APO/PA
APOS
MRNA
BBVA
USB
MPC
USB/PP
USB/PH
USB/PA
USB/PQ
USB/PS
USB/PR
AON
EPD
MSI
FDX
AMX
PNC
PSX
SPOT
WDAY
WELL
APD
RSG
CARR
ROP
ORLY
BNS
COIN
ING
PCAR
NU
HMC
ITUB
NTES
CRH
MMM
OXY
MNST
AJG
VALE
MCHP
IBKR
VLO
EW
SNOW
COF
COF/PJ
COF/PL
COF/PI
COF/PK
COF/PN
SU
ET
CPRT
AIG
SMCI
MET
TFC/PR
TFC/PI
TFC/PO
TFC
NSC
MET/PA
MET/PF
MET/PE
E
MFG
DXCM
HLT
GM
JCI
AFL
TRV
WMB
ROST
F/PC
F/PB
F/PD
F
NEM
AZO
GEV
PSA/PJ
PSA/PR
PSA
PSA/PI
PSA/PQ
PSA/PL
PSA/PK
PSA/PM
PSA/PN
PSA/PF
PSA/PH
PSA/PS
PSA/PG
PSA/PO
PSA/PP
SRE
SREA
MFC
DHI
NGG
GWW
OKE
AEP
SPG/PJ
SPG
FTNT
PLTR
HES
KDP
TEL
TTD
ADSK
DASH
DLR
DLR/PL
DLR/PJ
DLR/PK
STZ
EL
O
O/P
CM
PAYX
ALC
JD
URI
LYG
TEAM
KMB
D
BK
A
KHC
COR
AMP
ALL
CHTR
ALL/PB
ALL/PJ
ALL/PI
ALL/PH
LEN
LEN.B
IDXX
CCI
FIS
WCN
PRU
KMI
PFH
PRS
PRH
LHX
FERG
HUM
DDOG
IQV
PWR
TAK
SQ
SE
CNC
MPLX
NUE
BCS
DOW
HSY
VRT
AME
CPNG
TRP
LULU
PCG
OTIS
MSCI
CMI
CTVA
GIS
YUM
ACGL
IR
KR
RCL
ACGLO
ACGLN
HLN
CVE
FAST
STM
ODFL
IMO
PEG
KVUE
EXC
MPWR
BIDU
GEHC
ABEV
SYY
FLUT
EA
NDAQ
VRSK
LNG
VST
MLM
CSGP
XYL
TCOM
WDS
FANG
HWM
IT
VMC
CTSH
DB
NWG
FICO
DD
CCEP
AEM
HWM/P
LVS
DAL
VEEV
ED
HPQ
HAL
LYB
BKR
BIIB
MTD
DG
RMD
ON
CDW
GRMN
GLW
DFS
PPG
BCE
DVN
QSR
CHT
ORAN
TSCO
ROK
EXR
HUBS
XEL
WAB
ADM
HIG
GOLD
VICI
HIG/PG
SLF
EFX
FSLR
NTR
FER
WIT
ANSS
MSTR
EIX
PINS
GFS
ARES
AVB
RKT
OWL
FWONK
FWONA
EBAY
CBRE
ICLR
PUK
FTV
TTWO
TW
TECK
HEI.A
HEI
DECK
APP
GPN
TROW
CHD
RJF
WTW
ZS
MDB
FCNCA
RJF/PB
BRO
WEC
TEF
WPM
VOD
TRGP
FITB
DOV
KEYS
BBD
BBDO
FCNCP
FCNCO
SNAP
FITBP
FITBO
FITBI
FMX
NET
VLTO
DLTR
PHG
AWK
MTB
MTB/PH
MTB/PJ
EQR
EC
IFF
WDC
TU
IX
WST
HPE
TME
PHM
ZBH
NTAP
GIB
CQP
BR
FNV
BNTX
ETR
CAH
NVR
BEKE
DTE
CCJ
IRM
DTB
DTW
DTG
KSPI
RYAAY
STT
FE
STT/PG
TER
STE
CVNA
APTV
ROL
CELH
HUBB
WY
PTC
LYV
BF.A
UMC
BF.B
ASX
IOT
ARGX
NOK
AXON
PKX
RCI
PPL
KB
BALL
LPLA
MBLY
INVH
MT
TSN
TYL
MKL
K
STLD
SYM
BLDR
ARE
RBLX
BAH
BSBR
LDOS
CSL
ES
WLK
SBAC
GPC
CTRA
WRB
WRB/PF
WRB/PE
WRB/PH
WRB/PG
PBA
LI
WAT
ENTG
TS
GDDY
MOH
PSTG
HBAN
DKNG
WSO
ERIC
FTS
HBANL
HBANM
HBANP
STX
VTR
ZTO
ZM
AER
MKC.V
MKC
ALGN
GMAB
HRL
PFG
CBOE
TDY
WBD
AEE
CPAY
CCL
ALNY
CNP
COO
TEVA
CRBG
EME
EDR
CUK
OMC
WSM
CINF
TKO
AVY
CMS
ULTA
CMSD
CMS/PC
CMSA
CMSC
TLK
EQT
NRG
LII
ERIE
NMR
NTNX
DRI
SHG
DPZ
BGNE
HOOD
RS
J
SYF
RF
CHKP
BAX
RF/PB
RF/PC
RF/PE
HOLX
SYF/PB
SYF/PA
ENPH
UAL
NTRS
ATO
VRSN
EG
NTRSO
TXT
ILMN
CE
ZBRA
LH
FDS
ESS
EXPD
L
OKTA
PKG
AVTR
EBR
EBR.B
JBHT
CLX
IEX
IHG
LOGI
CG
CFG
CFG/PE
LUV
IP
RPRX
TPG
BSY
WMG
BAM
OC
DGX
GEN
MAA/PI
MAA
DKS
BBY
NWSA
SSNC
MAS
NWS
FOXA
H
FOX
AES
ALB
TRU
SWKS
SUI
EXPE
BG
MRO
VIV
CAG
RPM
GRAB
JBL
ALB/PA
BMRN
AKAM
RYAN
SNA
AMCR
TOST
NBIX
WES
CF
NVT
MANH
GFI
DT
TPL
RBA
POOL
YUMC
AZPN
AGR
WBA
WRK
TRMB
RVTY
FNF
GGG
JHX
BIP
RZB
RZC
RGA
PNR
NDSN
KEY/PL
KEY/PK
KEY/PI
KEY/PJ
WMS
KEY
BIP/PA
BIP/PB
CPB
CNH
NTRA
DOC
SQM
EQH
FLEX
SWK
AMH/PH
AMH/PG
AMH
USFD
EQH/PC
EQH/PA
BAP
EDU
RTO
BLD
INCY
OVV
ARCC
MGA
THC
LW
LNT
HST
BURL
UDR
TOL
MORN
CASY
TECH
ONON
SUZ
NI
SWAV
WPC
VIK
KIM/PL
KIM/PN
KIM
KIM/PM
VTRS
XPO
AOS
MGM
EVRG
NICE
PODD
JKHY
MEDP
BEN
PR
UHAL.B
FMS
FIX
BCH
ACM
CNM
UHAL
LAMR
FND
UTHR
DVA
RNR
GLPI
RNR/PG
RNR/PF
MNDY
SRPT
PAA
CNA
YPF
IPG
HTHT
ALLY
RDY
ACI
CHK
GFL
EMN
BJ
DOCU
PSN
AEG
CLH
SJM
ELS
TTEK
ONTO
LECO
CX
VFS
LKQ
UWMC
SNX
WING
ITT
TXRH
JNPR
WWD
BRKR
TFII
WPP
CRL
FTI
ALAB
CPT
RL
REGCP
REG
REGCO
APA
PATH
PFGC
KMX
SNN
DINO
ELF
BBWI
CW
AFGD
AFGB
AFGC
AFGE
AFG
ALLE
SN
ESTC
UHS
WYNN
EPAM
CYBR
TAP
AR
SIRI
SCI
SKX
INFA
XP
ASR
LSCC
SOLV
EWBC
SAIA
ALV
TAP.A
RIVN
FUTU
TWLO
WTRG
PAG
APG
CCK
HII
GWRE
CHRW
PCOR
FFIV
SBS
PAC
UNM
CTLT
PAYC
AU
MOS
RRX
UNMA
ATR
CHDN
KGC
JEF
NIO
CFLT
BZ
WCC
TPR
EXAS
TFX
QGEN
NLY/PF
NLY
NLY/PI
NLY/PG
TREX
REXR/PC
REXR
REXR/PB
CACI
Z
ZG
WCC/PA
CAVA
YMM
CUBE
WIX
JLL
QRVO
BXP
AFRM
DOX
BSAC
HLI
KEP
COKE
MUSA
STN
DAY
HSIC
COHR
AAL
COTY
GNRC
CROX
GTLB
KNSL
GMED
ROIV
PCTY
BIRK
DCI
KBR
RGEN
FN
SEIC
CIB
MTZ
ESLT
MKSI
LEVI
RDDT
FBIN
RRC
UI
AIZ
PNW
TPX
FHN
AIZN
TTC
APPF
VIPS
FHN/PB
FHN/PE
FHN/PC
FHN/PF
EHC
MMYT
RBC
LNW
RBCP
CART
ORI
GPK
DSGX
PPC
RGLD
TX
ULS
OLED
WFRD
PARAA
CHE
CR
HAS
EVR
SF
FTAI
ARMK
BIO
SFM
SF/PD
SFB
SF/PC
SF/PB
FRT
FRT/PC
PARA
ELAN
OTEX
CGNX
MKTX
ROKU
BEP
NYT
AYI
AMKR
SWN
BWXT
X
FTAIN
FTAIM
FTAIP
FTAIO
BWA
CLF
BEP/PA
EXP
NXT
SKM
AGCO
PSO
DJT
HESM
GPS
XPEV
GNTX
MTCH
WEX
PRI
FCN
WF
DUOL
AXTA
TIMB
INGR
EGP
OHI
BRBR
ANF
LSXMB
PAAS
KNX
W
DLB
ALTR
FMC
OSK
U
MTDR
CERE
AIT
TAL
PEN
DBX
PCVX
NNN
SUN
WBS
WBS/PG
WBS/PF
CHRD
AA
GL
ATI
MSA
IEP
WSC
MHK
GL/PD
MTSI
VOYA
UFPI
CCCS
SOFI
VOYA/PB
ASND
DDS
MTN
CZR
SSD
LSXMA
GLOB
LBRDA
LBRDK
LBRDP
CIVI
LSXMK
FIVE
NOV
GGB
CHWY
LEGN
HRB
HLNE
PHYS
SPSC
COLD
AS
ETSY
FLR
CBSH
OGE
KEX
CIEN
SAIC
LEA
AGNCN
AGNCP
AGNCM
AGNC
AGNCL
AGNCO
IVZ
VKTX
S
ARW
MNSO
LAD
WTS
RHI
HQY
CLS
AM
AZEK
ITCI
WAL
SUM
WAL/PA
SITE
NCLH
AN
BERY
MIDD
ENSG
NSIT
LOT
MASI
CMA
HCP
WFG
MLI
VNOM
SPXC
RLI
JAZZ
BPMC
ALSN
AGI
BRX
BNRE
BNRE.A
CFR
CFR/PB
STAG
GTLS
GTLS/PB
OLN
DAR
PVH
FLS
CMC
OBDC
LFUS
GGAL
MUR
FYBR
NE
LBTYA
POST
BPOP
LBTYK
AAON
FSV
LPX
LSTR
DTM
KT
LBTYB
ST
FRO
LYFT
RVMD
MTH
ZK
ICL
KVYO
ZION
FRPT
KD
FR
DRS
BFAM
BILI
CIG
CIG.C
BRFS
CHX
NVMI
TKC
ADT
CRUS
VNT
ESAB
GIL
RHP
TKR
KNTK
ETRN
BROS
BECN
LCID
PNFP
TMHC
PNFPP
AXS
STWD
AXS/PE
G
IBP
RMBS
MAT
EXEL
ESNT
SQSP
GRFS
WTFCM
WTFCP
WTFC
REYN
JXN
SON
BXSL
ALGM
FOUR
ADC/PA
ADC
PB
ACHC
CAE
GXO
RBRK
JXN/PA
MARA
BMI
BOKF
HR
NOVT
SIGIP
HXL
ESI
PBF
ENLC
HMY
SSB
SIGI
OMF
CACC
BEPC
SNV
CWST
XRAY
FAF
SNV/PE
SNV/PD
WH
ATKR
GME
CIGI
FSK
M
AIRC
AVAV
CBT
SM
BILL
SIM
LNC
CHH
PLNT
MOG.A
LNTH
HALO
STVN
IONS
MTG
TNET
ZWS
OGN
SMAR
BCC
SEE
GKOS
TDW
TRNO
JHG
SWX
ALK
CRS
CDP
ERJ
AL
LNC/PD
QLYS
MOD
BC
FCFS
VAL
BC/PB
BC/PC
BC/PA
COOP
OZKAP
R
ONBPP
ONBPO
OZK
CWEN.A
KBH
ONB
CWEN
AL/PA
FSS
MOG.B
RCM
RITM/PA
RITM/PD
RITM/PC
RITM
RITM/PB
EEFT
VRN
BBIO
PDI
VERX
DY
MMS
RRR
NEU
ELP
ELPC
BLCO
VVV
PHI
DOCS
CADE
TENB
NXST
NFE
ZGN
MDU
ALTM
UGIC
CADE/PA
LANC
VMI
THO
FG
NFG
AWI
AMG
CYTK
APLS
VRNS
ITRI
MGY
KOF
UGP
CSAN
DOOO
EXLS
LOAR
SATS
UGI
MGRB
MGRD
MGRE
MGR
OPCH
MSM
PEGA
MDGL
FGN
TEO
COLM
ASH
BCPC
SLGN
FLO
FNB
AVT
PSLV
GLBE
BYD
BMA
ACT
EXPO
IDA
OLLI
ZI
RIG
CVLT
CAMT
GATX
CRSP
THG
HOG
MMSI
KRYS
RDN
CRVL
ALIT
EPRT
INSP
HOMB
WHR
ESGR
PI
PII
CWAN
BIPC
PFSI
SIG
ABG
TMDX
SLM
ESGRP
ESGRO
FRHC
KRG
RH
GTES
IBRX
CEF
STEP
VFC
IQ
AEO
FORM
SLMBP
STNE
AQN
POR
HAE
FELE
BCO
AQNU
AQNB
SSL
NVEI
VRRM
DNB
VNO/PO
VNO
VNO/PN
VNO/PL
VNO/PM
WTM
PACS
ORA
POWI
MSGS
NUVL
WIRE
ENIC
UBSI
MC
WK
RYN
STNG
PTEN
ASGN
WU
LOPE
HUN
FUL
SBBA
HAFN
SEM
IAC
HGV
FIZZ
PWSC
VIST
ENS
BGC
GBCI
FFIN
RDNT
NXE
IMVT
NJR
HRI
PAGS
CPA
BRZE
AAP
ACA
SKY
SHAK
OSCR
NSA
NSA/PA
TSEM
MAIN
CNXC
SRCL
AGO
CLSK
GPI
AEIS
ERF
TIGO
MATX
ITGR
AVNT
SLAB
TEX
BLKB
ALKS
CPRI
KTB
OMAB
CSWI
KNF
WHD
NOG
UMBF
GOLF
HWC
FLNC
AMR
FRSH
CLVT
BVN
HWCPZ
CBZ
CC
CLVT/PA
IGT
CAR
BWIN
BDC
STRL
ASO
COLB
IPGP
SNDR
AB
LBRT
NNI
URBN
AUR
CRNX
PECO
KRC
NSP
IRT
IPAR
ENV
OTTR
TGS
KMPB
KMPR
CNX
PRGO
GMS
BKH
ZETA
PIPR
SANM
VLYPO
VLYPP
SDRL
QTWO
VLY
USM
ACIW
SMG
SMPL
LPL
FIVN
BE
BOX
UZF
UZD
UZE
HP
HASI
WEN
TFSL
