ticker_id,ticker,listed
1,MSFT,True
2,AAPL,True
3,NVDA,True
4,GOOGL,True
5,GOOG,True
6,AMZN,True
7,META,True
8,BRK.A,True
9,BRK.B,True
10,LLY,True
11,TSM,True
12,AVGO,True
13,NVO,True
14,JPM,True
15,TSLA,True
16,JPM/PD,True
17,JPM/PM,True
18,JPM/PK,True
19,JPM/PJ,True
20,JPM/PL,True
21,JPM/PC,True
22,V,True
23,WMT,True
24,XOM,True
25,UNH,True
26,MA,True
27,PG,True
28,ASML,True
29,COST,True
30,JNJ,True
31,ORCL,True
32,MRK,True
33,HD,True
34,BAC,True
35,BAC/PO,True
36,BAC/PM,True
37,MER/PK,True
38,BML/PL,True
39,BAC/PK,True
40,BML/PJ,True
41,BAC/PS,True
42,BAC/PL,True
43,BAC/PE,True
44,BML/PG,True
45,BML/PH,True
46,BAC/PQ,True
47,BAC/PB,True
48,BAC/PP,True
49,BAC/PN,True
50,CVX,True
51,NFLX,True
52,ABBV,True
53,TM,True
54,AMD,True
55,KO,True
56,CRM,True
57,PEP,True
58,AZN,True
59,QCOM,True
60,SAP,True
61,SHEL,True
62,TMO,True
63,ADBE,True
64,WFC,True
65,LIN,True
66,WFC/PA,True
67,WFC/PZ,True
68,WFC/PY,True
69,WFC/PC,True
70,WFC/PD,True
71,WFC/PL,True
72,PDD,True
73,NVS,True
74,DHR,True
75,TMUS,True
76,ACN,True
77,CSCO,True
78,MCD,True
79,DIS,True
80,AMAT,True
81,GE,True
82,BABA,True
83,TXN,True
84,ABT,True
85,AXP,True
86,CAT,True
87,INTU,True
88,VZ,True
89,TTE,True
90,HSBC,True
91,AMGN,True
92,PFE,True
93,MS,True
94,MS/PO,True
95,MS/PK,True
96,MS/PF,True
97,MS/PP,True
98,MS/PE,True
99,MS/PI,True
100,MS/PA,True
101,MS/PL,True
102,NEE,True
103,IBM,True
104,PM,True
105,NEE/PR,True
106,NOW,True
107,CMCSA,True
108,BHP,True
109,BX,True
110,GS,True
111,RY,True
112,GS/PC,True
113,GS/PD,True
114,GS/PA,True
115,ISRG,True
116,MU,True
117,UNP,True
118,RTX,True
119,NKE,True
120,ETN,True
121,COP,True
122,UL,True
123,SPGI,True
124,HDB,True
125,UBER,True
126,SCHW,True
127,SCHW/PD,True
128,SCHW/PJ,True
129,BUD,True
130,INTC,True
131,HON,True
132,BKNG,True
133,LRCX,True
134,SYK,True
135,T,True
136,T/PA,True
137,TBC,True
138,TBB,True
139,T/PC,True
140,ELV,True
141,LOW,True
142,RIO,True
143,SNY,True
144,C,True
145,PGR,True
146,UPS,True
147,VRTX,True
148,ADI,True
149,ARM,True
150,BLK,True
151,DELL,True
152,TJX,True
153,MUFG,True
154,LMT,True
155,BSX,True
156,MDT,True
157,REGN,True
158,CB,True
159,BA,True
160,KLAC,True
161,DE,True
162,PANW,True
163,MMC,True
164,ADP,True
165,RACE,True
166,BP,True
167,SONY,True
168,PLD,True
169,TD,True
170,UBS,True
171,ANET,True
172,IBN,True
173,PBR.A,True
174,PBR,True
175,KKR,True
176,CI,True
177,ABNB,True
178,MDLZ,True
179,GSK,True
180,SCCO,True
181,SNPS,True
182,SBUX,True
183,FI,True
184,AMT,True
185,EQNR,True
186,CMG,True
187,MELI,True
188,CRWD,True
189,SO,True
190,SOJC,True
191,SOJD,True
192,SOJE,True
193,WM,True
194,BMY,True
195,HCA,True
196,APH,True
197,RELX,True
198,CNQ,True
199,GD,True
200,SMFG,True
201,GILD,True
202,SAN,True
203,CDNS,True
204,CNI,True
205,TRI,True
206,DUK,True
207,DUKB,True
208,DUK/PA,True
209,MO,True
210,ICE,True
211,ZTS,True
212,SHW,True
213,ENB,True
214,CME,True
215,CL,True
216,DEO,True
217,TT,True
218,TDG,True
219,MCO,True
220,CP,True
221,CEG,True
222,FCX,True
223,SHOP,True
224,INFY,True
225,BN,True
226,EQIX,True
227,MCK,True
228,ITW,True
229,NXPI,True
230,EOG,True
231,CVS,True
232,CTAS,True
233,BMO,True
234,NOC,True
235,BTI,True
236,PH,True
237,MAR,True
238,TGT,True
239,STLA,True
240,ECL,True
241,MRVL,True
242,BDX,True
243,SLB,True
244,CSX,True
245,APO,True
246,EMR,True
247,PYPL,True
248,APO/PA,True
249,APOS,True
250,MRNA,True
251,BBVA,True
252,USB,True
253,MPC,True
254,USB/PP,True
255,USB/PH,True
256,USB/PA,True
257,USB/PQ,True
258,USB/PS,True
259,USB/PR,True
260,AON,True
261,EPD,True
262,MSI,True
263,FDX,True
264,AMX,True
265,PNC,True
266,PSX,True
267,SPOT,True
268,WDAY,True
269,WELL,True
270,APD,True
271,RSG,True
272,CARR,True
273,ROP,True
274,ORLY,True
275,BNS,True
276,COIN,True
277,ING,True
278,PCAR,True
279,NU,True
280,HMC,True
281,ITUB,True
282,NTES,True
283,CRH,True
284,MMM,True
285,OXY,True
286,MNST,True
287,AJG,True
288,VALE,True
289,MCHP,True
290,IBKR,True
291,VLO,True
292,EW,True
293,SNOW,True
294,COF,True
295,COF/PJ,True
296,COF/PL,True
297,COF/PI,True
298,COF/PK,True
299,COF/PN,True
300,SU,True
301,ET,True
302,CPRT,True
303,AIG,True
304,SMCI,True
305,MET,True
306,TFC/PR,True
307,TFC/PI,True
308,TFC/PO,True
309,TFC,True
310,NSC,True
311,MET/PA,True
312,MET/PF,True
313,MET/PE,True
314,E,True
315,MFG,True
316,DXCM,True
317,HLT,True
318,GM,True
319,JCI,True
320,AFL,True
321,TRV,True
322,WMB,True
323,ROST,True
324,F/PC,True
325,F/PB,True
326,F/PD,True
327,F,True
328,NEM,True
329,AZO,True
330,GEV,True
331,PSA/PJ,True
332,PSA/PR,True
333,PSA,True
334,PSA/PI,True
335,PSA/PQ,True
336,PSA/PL,True
337,PSA/PK,True
338,PSA/PM,True
339,PSA/PN,True
340,PSA/PF,True
341,PSA/PH,True
342,PSA/PS,True
343,PSA/PG,True
344,PSA/PO,True
345,PSA/PP,True
346,SRE,True
347,SREA,True
348,MFC,True
349,DHI,True
350,NGG,True
351,GWW,True
352,OKE,True
353,AEP,True
354,SPG/PJ,True
355,SPG,True
356,FTNT,True
357,PLTR,True
358,HES,True
359,KDP,True
360,TEL,True
361,TTD,True
362,ADSK,True
363,DASH,True
364,DLR,True
365,DLR/PL,True
366,DLR/PJ,True
367,DLR/PK,True
368,STZ,True
369,EL,True
370,O,True
371,O/P,True
372,CM,True
373,PAYX,True
374,ALC,True
375,JD,True
376,URI,True
377,LYG,True
378,TEAM,True
379,KMB,True
380,D,True
381,BK,True
382,A,True
383,KHC,True
384,COR,True
385,AMP,True
386,ALL,True
387,CHTR,True
388,ALL/PB,True
389,ALL/PJ,True
390,ALL/PI,True
391,ALL/PH,True
392,LEN,True
393,LEN.B,True
394,IDXX,True
395,CCI,True
396,FIS,True
397,WCN,True
398,PRU,True
399,KMI,True
400,PFH,True
401,PRS,True
402,PRH,True
403,LHX,True
404,FERG,True
405,HUM,True
406,DDOG,True
407,IQV,True
408,PWR,True
409,TAK,True
410,SQ,True
411,SE,True
412,CNC,True
413,MPLX,True
414,NUE,True
415,BCS,True
416,DOW,True
417,HSY,True
418,VRT,True
419,AME,True
420,CPNG,True
421,TRP,True
422,LULU,True
423,PCG,True
424,OTIS,True
425,MSCI,True
426,CMI,True
427,CTVA,True
428,GIS,True
429,YUM,True
430,ACGL,True
431,IR,True
432,KR,True
433,RCL,True
434,ACGLO,True
435,ACGLN,True
436,HLN,True
437,CVE,True
438,FAST,True
439,STM,True
440,ODFL,True
441,IMO,True
442,PEG,True
443,KVUE,True
444,EXC,True
445,MPWR,True
446,BIDU,True
447,GEHC,True
448,ABEV,True
449,SYY,True
450,FLUT,True
451,EA,True
452,NDAQ,True
453,VRSK,True
454,LNG,True
455,VST,True
456,MLM,True
457,CSGP,True
458,XYL,True
459,TCOM,True
460,WDS,True
461,FANG,True
462,HWM,True
463,IT,True
464,VMC,True
465,CTSH,True
466,DB,True
467,NWG,True
468,FICO,True
469,DD,True
470,CCEP,True
471,AEM,True
472,HWM/P,True
473,LVS,True
474,DAL,True
475,VEEV,True
476,ED,True
477,HPQ,True
478,HAL,True
479,LYB,True
480,BKR,True
481,BIIB,True
482,MTD,True
483,DG,True
484,RMD,True
485,ON,True
486,CDW,True
487,GRMN,True
488,GLW,True
489,DFS,True
490,PPG,True
491,BCE,True
492,DVN,True
493,QSR,True
494,CHT,True
495,ORAN,True
496,TSCO,True
497,ROK,True
498,EXR,True
499,HUBS,True
500,XEL,True
501,WAB,True
502,ADM,True
503,HIG,True
504,GOLD,True
505,VICI,True
506,HIG/PG,True
507,SLF,True
508,EFX,True
509,FSLR,True
510,NTR,True
511,FER,True
512,WIT,True
513,ANSS,True
514,MSTR,True
515,EIX,True
516,PINS,True
517,GFS,True
518,ARES,True
519,AVB,True
520,RKT,True
521,OWL,True
522,FWONK,True
523,FWONA,True
524,EBAY,True
525,CBRE,True
526,ICLR,True
527,PUK,True
528,FTV,True
529,TTWO,True
530,TW,True
531,TECK,True
532,HEI.A,True
533,HEI,True
534,DECK,True
535,APP,True
536,GPN,True
537,TROW,True
538,CHD,True
539,RJF,True
540,WTW,True
541,ZS,True
542,MDB,True
543,FCNCA,True
544,RJF/PB,True
545,BRO,True
546,WEC,True
547,TEF,True
548,WPM,True
549,VOD,True
550,TRGP,True
551,FITB,True
552,DOV,True
553,KEYS,True
554,BBD,True
555,BBDO,True
556,FCNCP,True
557,FCNCO,True
558,SNAP,True
559,FITBP,True
560,FITBO,True
561,FITBI,True
562,FMX,True
563,NET,True
564,VLTO,True
565,DLTR,True
566,PHG,True
567,AWK,True
568,MTB,True
569,MTB/PH,True
570,MTB/PJ,True
571,EQR,True
572,EC,True
573,IFF,True
574,WDC,True
575,TU,True
576,IX,True
577,WST,True
578,HPE,True
579,TME,True
580,PHM,True
581,ZBH,True
582,NTAP,True
583,GIB,True
584,CQP,True
585,BR,True
586,FNV,True
587,BNTX,True
588,ETR,True
589,CAH,True
590,NVR,True
591,BEKE,True
592,DTE,True
593,CCJ,True
594,IRM,True
595,DTB,True
596,DTW,True
597,DTG,True
598,KSPI,True
599,RYAAY,True
600,STT,True
601,FE,True
602,STT/PG,True
603,TER,True
604,STE,True
605,CVNA,True
606,APTV,True
607,ROL,True
608,CELH,True
609,HUBB,True
610,WY,True
611,PTC,True
612,LYV,True
613,BF.A,True
614,UMC,True
615,BF.B,True
616,ASX,True
617,IOT,True
618,ARGX,True
619,NOK,True
620,AXON,True
621,PKX,True
622,RCI,True
623,PPL,True
624,KB,True
625,BALL,True
626,LPLA,True
627,MBLY,True
628,INVH,True
629,MT,True
630,TSN,True
631,TYL,True
632,MKL,True
633,K,True
634,STLD,True
635,SYM,True
636,BLDR,True
637,ARE,True
638,RBLX,True
639,BAH,True
640,BSBR,True
641,LDOS,True
642,CSL,True
643,ES,True
644,WLK,True
645,SBAC,True
646,GPC,True
647,CTRA,True
648,WRB,True
649,WRB/PF,True
650,WRB/PE,True
651,WRB/PH,True
652,WRB/PG,True
653,PBA,True
654,LI,True
655,WAT,True
656,ENTG,True
657,TS,True
658,GDDY,True
659,MOH,True
660,PSTG,True
661,HBAN,True
662,DKNG,True
663,WSO,True
664,ERIC,True
665,FTS,True
666,HBANL,True
667,HBANM,True
668,HBANP,True
669,STX,True
670,VTR,True
671,ZTO,True
672,ZM,True
673,AER,True
674,MKC.V,True
675,MKC,True
676,ALGN,True
677,GMAB,True
678,HRL,True
679,PFG,True
680,CBOE,True
681,TDY,True
682,WBD,True
683,AEE,True
684,CPAY,True
685,CCL,True
686,ALNY,True
687,CNP,True
688,COO,True
