ticker
AAPL
MSFT
GOOG
AMZN
NVDA
META
BRK.A
TSLA
LLY
V
AVGO
UNH
JPM
WMT
MA
XOM
JNJ
HD
PG
MRK
COST
ABBV
ORCL
CVX
ADBE
CRM
BAC
KO
AMD
PEP
ACN
NFLX
MCD
TMO
CSCO
INTC
PDD
ABT
LIN
TMUS
BABA
WFC
CMCSA
INTU
DHR
DIS
AMGN
NKE
PFE
VZ
QCOM
TXN
NOW
CAT
MS
IBM
PM
BX
UNP
GE
SPGI
UPS
AXP
BA
HON
COP
UBER
ISRG
LOW
PLD
AMAT
NEE
BKNG
GS
RTX
SCHW
BLK
SYK
T
MDT
ELV
LMT
VRTX
DE
TJX
GILD
SBUX
SHOP
BMY
PANW
CVS
LRCX
REGN
C
MDLZ
PGR
AMT
ETN
ADP
MMC
ADI
CB
MU
ABNB
ZTS
CI
BSX
FI
MELI
ANET
SO
ITW
KLAC
SHW
SNPS
HCA
EQIX
DUK
MO
WDAY
CDNS
ICE
ARM
KKR
WM
CME
NOC
SLB
MCO
CRWD
CSX
GD
BDX
EOG
USB
MAR
CL
PYPL
TGT
MCK
SNOW
SCCO
LULU
TEAM
FDX
CMG
BN
MNST
PNC
MMM
AON
CTAS
PH
MPC
FCX
APD
EPD
APH
PSX
MRVL
ROP
DELL
ECL
TDG
HUM
NTES
TT
ORLY
NXPI
CHTR
APO
EMR
MSI
PSA
DHI
RSG
PXD
ADSK
MET
NSC
WELL
OXY
AJG
DXCM
TFC
EL
PCAR
CCI
GM
COF
AFL
FTNT
CARR
CRH
AIG
SPG
SRE
STZ
F
ET
HLT
IDXX
MCHP
KHC
ROST
CPRT
EW
KDP
TRV
AZO
COR
LEN
VLO
MSCI
NEM
HES
PAYX
O
NU
CNC
ODFL
WMB
AEP
KVUE
KMB
SQ
GWW
DASH
DLR
NUE
TEL
BIDU
OKE
MRNA
BK
DDOG
KMI
D
ALL
JCI
LNG
IQV
HSY
LHX
AMP
SPOT
SYY
A
FERG
AME
DOW
CTSH
PCG
LVS
URI
PRU
MPLX
ADM
EA
IBKR
FIS
PLTR
FAST
YUM
CEG
EXC
BIIB
GIS
QSR
OTIS
ROK
GEHC
IT
PPG
GPN
VRSK
ZS
COIN
CMI
XEL
CSGP
TTD
EXR
KR
VEEV
NDAQ
VICI
DD
CTVA
ON
RCL
ED
IR
BKR
GFS
ANSS
